1.76809e+05;1.35803e-01
1.76816e+05;1.37787e-01
1.76823e+05;1.38550e-01
1.76830e+05;1.40533e-01
1.76837e+05;1.41296e-01
1.76844e+05;1.44043e-01
1.76851e+05;1.45111e-01
1.76859e+05;1.46942e-01
1.76866e+05;1.48773e-01
1.76873e+05;1.50146e-01
1.76880e+05;1.51672e-01
1.76887e+05;1.52740e-01
1.76894e+05;1.55029e-01
1.76901e+05;1.57013e-01
1.76908e+05;1.58234e-01
1.76915e+05;1.60370e-01
1.76922e+05;1.62201e-01
1.76929e+05;1.64185e-01
1.76936e+05;1.66473e-01
1.76943e+05;1.68304e-01
1.76950e+05;1.69830e-01
1.76957e+05;1.72272e-01
1.76964e+05;1.74408e-01
1.76971e+05;1.75781e-01
1.76978e+05;1.79138e-01
1.76985e+05;1.80511e-01
1.76992e+05;1.82800e-01
1.76999e+05;1.85547e-01
1.77006e+05;1.87378e-01
1.77013e+05;1.90277e-01
1.77020e+05;1.91803e-01
1.77027e+05;1.94092e-01
1.77034e+05;1.96228e-01
1.77041e+05;1.99890e-01
1.77048e+05;2.01874e-01
1.77055e+05;2.04315e-01
1.77062e+05;2.07214e-01
1.77069e+05;2.11182e-01
1.77076e+05;2.12555e-01
1.77084e+05;2.16064e-01
1.77091e+05;2.18811e-01
1.77098e+05;2.21710e-01
1.77105e+05;2.24304e-01
1.77112e+05;2.27051e-01
1.77119e+05;2.30865e-01
1.77126e+05;2.34528e-01
1.77133e+05;2.38037e-01
1.77140e+05;2.40173e-01
1.77147e+05;2.43988e-01
1.77154e+05;2.47345e-01
1.77161e+05;2.50244e-01
1.77168e+05;2.54211e-01
1.77175e+05;2.58179e-01
1.77182e+05;2.61688e-01
1.77189e+05;2.66113e-01
1.77196e+05;2.70538e-01
1.77203e+05;2.73743e-01
1.77210e+05;2.78473e-01
1.77217e+05;2.82593e-01
1.77224e+05;2.86407e-01
1.77231e+05;2.91748e-01
1.77238e+05;2.96326e-01
1.77245e+05;3.01056e-01
1.77252e+05;3.06244e-01
1.77259e+05;3.11127e-01
1.77266e+05;3.15857e-01
1.77273e+05;3.20740e-01
1.77280e+05;3.26538e-01
1.77287e+05;3.32642e-01
1.77294e+05;3.37067e-01
1.77301e+05;3.43628e-01
1.77309e+05;3.49579e-01
1.77316e+05;3.55377e-01
1.77323e+05;3.61328e-01
1.77330e+05;3.67889e-01
1.77337e+05;3.75519e-01
1.77344e+05;3.81927e-01
1.77351e+05;3.89709e-01
1.77358e+05;3.96423e-01
1.77365e+05;4.04053e-01
1.77372e+05;4.11682e-01
1.77379e+05;4.19312e-01
1.77386e+05;4.27551e-01
1.77393e+05;4.35486e-01
1.77400e+05;4.44641e-01
1.77407e+05;4.53644e-01
1.77414e+05;4.62799e-01
1.77421e+05;4.71954e-01
1.77428e+05;4.82025e-01
1.77435e+05;4.91638e-01
1.77442e+05;5.02014e-01
1.77449e+05;5.13306e-01
1.77456e+05;5.24292e-01
1.77463e+05;5.35584e-01
1.77470e+05;5.47638e-01
1.77477e+05;5.59082e-01
1.77484e+05;5.71442e-01
1.77491e+05;5.84717e-01
1.77498e+05;5.97992e-01
1.77505e+05;6.12183e-01
1.77512e+05;6.26678e-01
1.77519e+05;6.42242e-01
1.77526e+05;6.56433e-01
1.77534e+05;6.72607e-01
1.77541e+05;6.90002e-01
1.77548e+05;7.06177e-01
1.77555e+05;7.24335e-01
1.77562e+05;7.42035e-01
1.77569e+05;7.60040e-01
1.77576e+05;7.80640e-01
1.77583e+05;7.99866e-01
1.77590e+05;8.20160e-01
1.77597e+05;8.41675e-01
1.77604e+05;8.61969e-01
1.77611e+05;8.83789e-01
1.77618e+05;9.06067e-01
1.77625e+05;9.27277e-01
1.77632e+05;9.49707e-01
1.77639e+05;9.72595e-01
1.77646e+05;9.93958e-01
1.77653e+05;1.01517e+00
1.77660e+05;1.03607e+00
1.77667e+05;1.05637e+00
1.77674e+05;1.07330e+00
1.77681e+05;1.09009e+00
1.77688e+05;1.10626e+00
1.77695e+05;1.11877e+00
1.77702e+05;1.12930e+00
1.77709e+05;1.13861e+00
1.77716e+05;1.14426e+00
1.77723e+05;1.14807e+00
1.77730e+05;1.14838e+00
1.77737e+05;1.14700e+00
1.77744e+05;1.14212e+00
1.77751e+05;1.13556e+00
1.77759e+05;1.12640e+00
1.77766e+05;1.11465e+00
1.77773e+05;1.10168e+00
1.77780e+05;1.08673e+00
1.77787e+05;1.06995e+00
1.77794e+05;1.05331e+00
1.77801e+05;1.03470e+00
1.77808e+05;1.01578e+00
1.77815e+05;9.95941e-01
1.77822e+05;9.76715e-01
1.77829e+05;9.56573e-01
1.77836e+05;9.36432e-01
1.77843e+05;9.16748e-01
1.77850e+05;8.96606e-01
1.77857e+05;8.77380e-01
1.77864e+05;8.59680e-01
1.77871e+05;8.40149e-01
1.77878e+05;8.22906e-01
1.77885e+05;8.04291e-01
1.77892e+05;7.87964e-01
1.77899e+05;7.71637e-01
1.77906e+05;7.54852e-01
1.77913e+05;7.38983e-01
1.77920e+05;7.24640e-01
1.77927e+05;7.09381e-01
1.77934e+05;6.95190e-01
1.77941e+05;6.81610e-01
1.77948e+05;6.67725e-01
1.77955e+05;6.54755e-01
1.77962e+05;6.41479e-01
1.77969e+05;6.29578e-01
1.77976e+05;6.17218e-01
1.77984e+05;6.06537e-01
1.77991e+05;5.95093e-01
1.77998e+05;5.83649e-01
1.78005e+05;5.72357e-01
1.78012e+05;5.63049e-01
1.78019e+05;5.52673e-01
1.78026e+05;5.43518e-01
1.78033e+05;5.33600e-01
1.78040e+05;5.25208e-01
1.78047e+05;5.15900e-01
1.78054e+05;5.07202e-01
1.78061e+05;4.99115e-01
1.78068e+05;4.90875e-01
1.78075e+05;4.83398e-01
1.78082e+05;4.74701e-01
1.78089e+05;4.67834e-01
1.78096e+05;4.60205e-01
1.78103e+05;4.53491e-01
1.78110e+05;4.46320e-01
1.78117e+05;4.39301e-01
1.78124e+05;4.32739e-01
1.78131e+05;4.26025e-01
1.78138e+05;4.20227e-01
1.78145e+05;4.13818e-01
1.78152e+05;4.07715e-01
1.78159e+05;4.01764e-01
1.78166e+05;3.96271e-01
1.78173e+05;3.91083e-01
1.78180e+05;3.84979e-01
1.78187e+05;3.80402e-01
1.78194e+05;3.74756e-01
1.78201e+05;3.69263e-01
1.78209e+05;3.64380e-01
